,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,yrs_renovated,sale_month
13141,1387300760,8/4/2014,385000.0,3,2.25,1650,7800,1.0,0.0,3,7,390.0,1969,0.0,98011,1760,0.0,8
13142,2521059042,11/7/2014,456000.0,5,2.75,2720,193406,1.0,0.0,4,7,1020.0,1968,0.0,98092,2820,0.0,11
13143,7974200902,5/6/2015,637000.0,4,2.5,1710,5000,1.0,0.0,3,8,600.0,1979,0.0,98115,1750,0.0,5
13144,259600910,11/10/2014,485000.0,5,1.5,1420,9900,1.0,0.0,3,7,370.0,1964,0.0,98008,1580,0.0,11
13145,4375700065,5/12/2014,315275.0,3,1.75,1440,8040,1.0,0.0,3,7,480.0,1951,0.0,98125,1500,0.0,5
13146,2473100330,9/23/2014,252500.0,2,1.5,1280,8710,1.0,0.0,3,7,0.0,1967,0.0,98058,1520,0.0,9
13147,1523069095,3/23/2015,240000.0,2,1.0,1320,24319,1.0,0.0,3,7,0.0,1966,0.0,98027,1430,0.0,3
13148,5101402428,11/12/2014,790000.0,4,2.5,2560,12760,1.0,0.0,4,7,800.0,1949,0.0,98115,1760,0.0,11
13149,1072100085,5/14/2014,310000.0,3,1.0,1480,7830,1.0,0.0,3,7,0.0,1952,0.0,98133,1450,0.0,5
13150,9322800230,12/12/2014,1250000.0,4,2.5,2960,20240,2.0,0.0,4,10,0.0,1985,0.0,98146,2500,0.0,12
13151,2695600455,1/28/2015,425000.0,2,1.0,1160,5038,1.0,0.0,5,7,420.0,1942,0.0,98126,1160,0.0,1
13152,8946400210,6/3/2014,548000.0,3,2.5,2110,4099,2.0,0.0,3,8,0.0,2001,0.0,98072,2110,0.0,6
13153,1523069197,5/3/2014,379880.0,3,2.5,1650,14054,1.0,0.0,4,7,520.0,1986,0.0,98027,1940,0.0,5
13154,8078420230,5/30/2014,530000.0,3,2.5,1950,9906,2.0,0.0,3,8,0.0,1988,0.0,98074,1860,0.0,5
13155,2723069052,4/20/2015,695000.0,3,2.25,2600,220300,1.5,0.0,5,8,480.0,1977,0.0,98027,2760,0.0,4
13156,9297300395,5/27/2014,435000.0,3,1.0,1270,4000,1.5,0.0,3,7,0.0,1928,0.0,98126,1560,0.0,5
13157,1428000970,5/21/2014,540000.0,3,1.75,1300,62290,1.0,0.0,3,7,0.0,1983,0.0,98053,1850,0.0,5
13158,1774000720,6/20/2014,425000.0,3,2.25,1790,10209,1.0,0.0,3,7,500.0,1967,0.0,98072,1840,0.0,6
13159,2826049106,7/15/2014,490000.0,3,2.5,1930,7266,2.0,0.0,3,8,0.0,2005,0.0,98125,1930,0.0,7
13160,2113700205,7/3/2014,220000.0,4,1.0,1200,6000,1.5,0.0,3,6,0.0,1923,0.0,98106,950,0.0,7
13161,1036450360,1/7/2015,540000.0,4,2.5,2050,3784,2.0,0.0,3,8,0.0,2001,0.0,98034,2050,0.0,1
13162,714000155,12/22/2014,670000.0,3,1.0,1710,6195,1.0,0.0,3,7,300.0,1946,0.0,98105,1610,0.0,12
13163,686800065,11/19/2014,667500.0,3,1.75,2130,20423,1.0,0.0,3,9,0.0,1953,0.0,98004,2370,0.0,11
13164,5323100120,9/16/2014,585000.0,3,3.5,1700,2197,2.0,0.0,3,8,440.0,2010,0.0,98116,1360,0.0,9
13165,8658300455,11/18/2014,225000.0,3,1.5,1390,12500,1.0,0.0,4,6,0.0,1976,0.0,98014,1390,0.0,11
13166,2202500150,8/19/2014,375000.0,3,1.0,1230,9877,1.0,0.0,3,7,0.0,1954,0.0,98006,1240,0.0,8
13167,258100040,11/24/2014,335000.0,3,2.0,1490,8847,1.0,0.0,4,7,0.0,1967,0.0,98177,1640,0.0,11
13168,4027700021,3/11/2015,680000.0,5,3.25,2440,15815,2.0,0.0,3,8,450.0,2014,0.0,98155,2500,0.0,3
13169,9828701747,1/23/2015,600000.0,3,1.0,970,4800,1.0,0.0,3,6,0.0,1950,0.0,98112,1500,0.0,1
13170,1523049207,8/5/2014,161000.0,4,2.0,1700,8043,1.0,0.0,3,7,850.0,1954,0.0,98168,1540,0.0,8
13171,1523049207,1/14/2015,220000.0,4,2.0,1700,8043,1.0,0.0,3,7,850.0,1954,0.0,98168,1540,0.0,1
13172,2131701075,12/4/2014,420000.0,3,1.75,1720,5000,1.5,0.0,3,8,0.0,1932,2009.0,98019,1410,11.0,12
13173,1794500870,3/27/2015,710000.0,3,1.0,1400,2250,1.5,0.0,3,7,0.0,1909,0.0,98119,1630,0.0,3
13174,6383000790,1/22/2015,626000.0,4,2.5,2570,7221,1.0,0.0,4,8,1000.0,1958,0.0,98117,2440,0.0,1
13175,723049448,7/22/2014,279500.0,3,1.5,1200,8040,1.0,0.0,4,7,0.0,1959,0.0,98146,1450,0.0,7
13176,5093300325,5/23/2014,1610000.0,4,3.5,4390,11600,2.0,0.0,3,11,1330.0,1990,0.0,98040,3240,0.0,5
13177,7547300120,8/1/2014,325000.0,2,1.0,1080,5000,1.0,0.0,3,7,0.0,1954,0.0,98106,1010,0.0,8
13178,2473000720,7/17/2014,380000.0,4,2.25,1860,7980,1.0,0.0,4,8,0.0,1966,0.0,98058,1860,0.0,7
13179,7697800040,8/26/2014,470000.0,4,2.75,2150,9820,1.0,0.0,4,8,930.0,1979,0.0,98011,2060,0.0,8
13180,1442860120,12/5/2014,363000.0,4,3.0,2250,12142,2.0,0.0,3,8,0.0,1986,0.0,98058,2300,0.0,12
13181,9542800610,2/19/2015,245000.0,4,2.25,2050,7700,2.0,0.0,3,7,0.0,1977,0.0,98023,1780,0.0,2
13182,6003501400,2/26/2015,525000.0,3,1.0,1010,3520,1.0,0.0,3,7,0.0,1902,0.0,98102,1300,0.0,2
13183,5493100366,6/25/2014,1700000.0,5,3.5,5850,22885,2.0,0.0,4,11,1180.0,1978,0.0,98004,3240,0.0,6
13184,6681500205,5/4/2015,658500.0,4,2.25,1900,5000,1.0,0.0,3,7,500.0,1963,0.0,98199,1710,0.0,5
13185,2594200230,4/24/2015,680000.0,2,1.0,1020,8442,1.0,0.0,4,7,100.0,1941,0.0,98136,2550,0.0,4
13186,624110450,2/25/2015,835000.0,4,2.0,3390,16025,2.0,0.0,4,10,0.0,1987,0.0,98077,3950,0.0,2
13187,2768100180,6/6/2014,595000.0,4,2.5,1990,2175,2.0,0.0,3,8,310.0,2005,0.0,98107,1560,0.0,6
13189,2122059077,9/15/2014,198900.0,2,1.0,1210,18700,1.0,0.0,4,7,0.0,1940,0.0,98042,2250,0.0,9
13191,3575302245,4/23/2015,500000.0,3,3.5,2150,4368,2.0,0.0,3,8,540.0,1998,0.0,98074,2390,0.0,4
13192,2287600040,7/11/2014,575000.0,4,1.75,2440,8100,1.0,0.0,4,9,820.0,1960,0.0,98177,2030,0.0,7
13193,2026049183,4/2/2015,324950.0,2,1.5,1230,1516,3.0,0.0,3,8,0.0,2000,0.0,98125,1352,0.0,4
13194,216500040,2/26/2015,259000.0,3,2.5,2740,7980,2.0,0.0,4,7,0.0,1964,0.0,98168,1470,0.0,2
13195,6705800040,5/16/2014,551000.0,2,2.0,2260,9604,1.0,0.0,3,9,0.0,1990,0.0,98011,2260,0.0,5
13196,9266701115,8/8/2014,488000.0,2,1.5,1000,5125,1.0,0.0,3,7,0.0,1942,1968.0,98103,1090,52.0,8
13197,3811000180,3/5/2015,635000.0,4,2.25,2350,46173,2.0,0.0,4,8,0.0,1980,0.0,98053,2390,0.0,3
13198,1561900180,3/11/2015,395000.0,3,2.5,2300,8938,2.0,0.0,3,9,0.0,1989,0.0,98031,2570,0.0,3
13200,7465900205,10/24/2014,675000.0,4,3.0,2780,5000,1.5,0.0,5,7,1070.0,1919,0.0,98116,1150,0.0,10
13201,6629300120,4/2/2015,402000.0,3,1.0,1200,6825,1.0,0.0,3,7,0.0,1954,2013.0,98133,1470,7.0,4
13202,3026059011,8/13/2014,825000.0,3,2.75,3040,24192,2.0,0.0,4,10,0.0,1987,0.0,98034,2770,0.0,8
13203,822069029,2/17/2015,579000.0,3,2.75,2660,223027,1.0,0.0,3,8,1330.0,1962,0.0,98038,1560,0.0,2
13204,9826701490,2/25/2015,455000.0,5,2.0,1510,3000,2.0,0.0,3,6,0.0,1983,0.0,98122,1610,0.0,2
13205,4137020360,7/22/2014,265000.0,3,2.5,1780,6527,2.0,0.0,3,8,0.0,1989,0.0,98092,2040,0.0,7
13206,1115700040,12/1/2014,713500.0,5,2.75,2920,9163,1.0,0.0,4,8,1400.0,1976,0.0,98006,2250,0.0,12
13207,1061400180,1/6/2015,240000.0,3,1.0,1550,12670,1.0,0.0,4,7,0.0,1962,0.0,98056,1550,0.0,1
13208,820079081,9/11/2014,570000.0,4,3.0,2710,217800,2.5,0.0,3,9,0.0,2006,0.0,98022,2710,0.0,9
13209,2524069072,6/26/2014,243800.0,3,1.0,1140,27760,1.0,0.0,4,6,?,1981,0.0,98027,1690,0.0,6
13210,9521101520,12/12/2014,543000.0,2,1.0,940,3864,1.0,0.0,4,8,0.0,1918,0.0,98103,1440,0.0,12
13211,5016002240,10/8/2014,1010000.0,3,2.25,2160,7500,2.0,0.0,3,10,0.0,1982,0.0,98112,1550,0.0,10
13212,424069010,7/21/2014,625000.0,4,2.25,2470,17008,2.0,0.0,4,8,0.0,1979,0.0,98075,2470,0.0,7
13213,5104540610,9/25/2014,459950.0,4,2.5,2800,6567,2.0,0.0,3,9,0.0,2006,0.0,98038,3400,0.0,9
13215,2976800749,10/31/2014,150000.0,4,2.0,1460,7254,1.0,0.0,3,6,0.0,1959,0.0,98178,1460,0.0,10
13216,7015200790,6/24/2014,683500.0,3,1.5,1820,5756,1.5,0.0,3,7,180.0,1946,0.0,98119,1760,0.0,6
13218,1624049092,6/30/2014,255000.0,2,1.0,1320,9967,1.0,0.0,3,6,380.0,1919,0.0,98108,1970,0.0,6
13219,8078570410,3/26/2015,279000.0,3,2.5,1920,7779,2.0,0.0,3,7,0.0,1989,0.0,98031,1960,0.0,3
13220,7974200456,12/1/2014,910000.0,5,3.0,2640,5096,2.0,0.0,3,10,0.0,2009,0.0,98115,1610,0.0,12
13221,752000035,5/20/2014,699000.0,4,2.5,2650,7945,2.0,0.0,3,9,0.0,2006,0.0,98125,1200,0.0,5
13222,3262300322,4/8/2015,1650000.0,4,3.25,3640,13530,1.0,0.0,3,9,1070.0,1924,2000.0,98039,2760,20.0,4
13223,5412300410,3/25/2015,248000.0,3,1.0,1420,8800,1.0,0.0,4,6,330.0,1981,0.0,98030,1480,0.0,3
13225,2623039018,10/27/2014,685000.0,4,1.0,1550,15239,1.5,1.0,3,6,180.0,1930,0.0,98166,1790,0.0,10
13226,8122100650,7/31/2014,316000.0,2,1.0,730,5040,1.0,0.0,3,6,0.0,1927,0.0,98126,790,0.0,7
13227,1005000220,3/10/2015,410000.0,2,1.0,2020,7540,1.0,0.0,3,7,1010.0,1921,0.0,98118,1270,0.0,3
13229,1392800035,6/18/2014,559000.0,2,1.0,1240,6400,1.0,0.0,4,7,180.0,1938,0.0,98126,1240,0.0,6
13230,1523069072,7/23/2014,575000.0,3,2.25,2680,100188,2.0,0.0,4,8,1100.0,1978,0.0,98027,2540,0.0,7
13231,519000043,7/14/2014,602000.0,3,2.5,1640,3804,2.0,0.0,3,8,0.0,1998,0.0,98122,1440,0.0,7
13233,4142450040,3/27/2015,293500.0,3,2.5,1610,5024,2.0,0.0,3,7,0.0,2004,0.0,98038,1790,0.0,3
13234,2824059043,7/22/2014,481000.0,3,2.75,2290,14810,1.0,0.0,5,7,890.0,1967,0.0,98056,2540,0.0,7
13235,8558600085,5/9/2014,311100.0,4,2.25,2130,8078,1.0,0.0,4,7,750.0,1977,0.0,98055,2300,0.0,5
13236,8649400410,4/17/2015,375000.0,3,1.75,2140,13598,1.5,0.0,4,7,520.0,1970,0.0,98014,930,0.0,4
13237,2523089025,2/10/2015,1080000.0,3,3.0,4020,435600,1.5,0.0,3,10,0.0,1999,0.0,98045,2590,0.0,2
13238,9512500720,4/28/2015,500000.0,5,2.5,2030,8400,1.0,0.0,3,7,700.0,1968,0.0,98052,1920,0.0,4
13239,2461900760,4/1/2015,553000.0,3,1.0,1380,6250,1.0,0.0,4,7,0.0,1918,0.0,98136,2270,0.0,4
13240,2877104196,12/6/2014,760000.0,3,2.0,1780,1750,1.0,0.0,3,8,380.0,1927,2014.0,98103,1780,6.0,12
13241,2493200325,5/9/2015,589500.0,4,1.5,1440,3200,1.0,0.0,4,7,480.0,1960,0.0,98136,1650,0.0,5
13242,5210200410,11/14/2014,840000.0,5,2.75,2790,20824,1.0,0.0,3,9,1110.0,1959,0.0,98115,2380,0.0,11
13243,1954700410,8/1/2014,2550000.0,4,3.0,4190,8805,2.5,0.0,5,9,700.0,1928,0.0,98112,3780,0.0,8
13244,9253900210,7/7/2014,1280000.0,3,2.5,3870,46609,2.0,0.0,3,9,0.0,1997,0.0,98008,4030,0.0,7
13245,984000450,12/1/2014,260000.0,3,2.5,1850,7875,1.0,0.0,3,7,600.0,1968,0.0,98058,1930,0.0,12
13246,993002247,7/16/2014,430000.0,3,2.25,1550,1469,3.0,0.0,3,8,0.0,2004,0.0,98103,1520,0.0,7
13247,7517500610,3/4/2015,781000.0,3,2.5,1920,1896,3.0,0.0,3,8,0.0,2000,0.0,98103,1670,0.0,3
13248,3438500981,3/28/2015,280000.0,2,1.0,790,13170,1.0,0.0,3,6,?,1947,0.0,98106,970,0.0,3
13249,2011400021,7/1/2014,392000.0,5,2.25,3740,32481,1.5,0.0,3,8,1500.0,1958,0.0,98198,2040,0.0,7
13250,4038100360,2/10/2015,466200.0,3,1.5,1340,8856,1.0,0.0,4,7,0.0,1959,0.0,98008,1850,0.0,2
13251,2028700360,5/23/2014,641000.0,3,1.75,1620,3975,1.0,0.0,5,7,680.0,1926,0.0,98117,1320,0.0,5
13252,9144100035,3/24/2015,350000.0,3,1.0,1680,8010,1.0,0.0,3,7,840.0,1951,0.0,98117,1890,0.0,3
13253,8665050530,2/4/2015,450000.0,3,2.0,1610,4364,2.0,0.0,3,8,0.0,1996,0.0,98029,2010,0.0,2
13255,7399100040,3/9/2015,185000.0,3,1.5,1200,1848,2.0,0.0,3,8,0.0,1966,0.0,98055,1270,0.0,3
13256,7809200035,1/23/2015,290000.0,2,1.0,1250,12507,1.0,0.0,5,7,0.0,1958,0.0,98056,1250,0.0,1
13257,1825069072,4/30/2015,964000.0,3,2.5,3630,9475,2.0,0.0,3,11,0.0,1999,0.0,98074,3250,0.0,4
13258,2524049318,5/28/2014,2000000.0,4,3.0,4260,18000,2.0,0.0,3,11,0.0,2000,0.0,98040,3540,0.0,5
13259,7527200360,6/11/2014,545000.0,3,2.5,2180,15693,1.0,0.0,4,8,330.0,1979,0.0,98075,2270,0.0,6
13260,3041700035,3/12/2015,609950.0,3,2.25,1760,10350,1.0,0.0,4,7,430.0,1979,0.0,98033,2210,0.0,3
13261,625049318,8/4/2014,605000.0,4,2.0,1820,7626,1.0,0.0,5,7,830.0,1941,0.0,98103,1390,0.0,8
13262,6071400360,9/8/2014,550000.0,4,2.5,2120,9163,1.0,0.0,4,8,670.0,1961,0.0,98006,2120,0.0,9
13263,8127700720,1/20/2015,905000.0,4,2.75,2730,4268,2.0,0.0,3,9,0.0,2009,0.0,98199,2340,0.0,1
13264,1402650360,10/23/2014,384200.0,3,2.5,2430,7613,2.0,0.0,4,8,0.0,1986,0.0,98058,2440,0.0,10
13266,2771603050,12/4/2014,717500.0,3,1.0,2090,4000,1.5,0.0,3,8,200.0,1931,0.0,98199,2090,0.0,12
13267,1068000150,5/1/2015,2000000.0,4,3.25,3910,7500,2.0,0.0,4,11,1360.0,1933,0.0,98199,3070,0.0,5
13268,126039213,12/3/2014,365500.0,2,1.0,1140,15624,1.0,0.0,4,6,0.0,1909,0.0,98177,2110,0.0,12
13269,7537300210,1/28/2015,580000.0,2,1.5,1460,5700,1.5,0.0,3,7,0.0,1912,0.0,98115,1780,0.0,1
13270,764000155,11/7/2014,415000.0,4,1.5,2700,14760,1.5,0.0,5,9,0.0,1940,0.0,98022,1670,0.0,11
13271,7454000555,1/13/2015,272000.0,2,1.0,670,6300,1.0,0.0,4,6,0.0,1942,0.0,98126,740,0.0,1
13272,2215500205,5/5/2014,600000.0,3,1.75,1880,6360,1.0,0.0,4,7,840.0,1945,0.0,98115,1770,0.0,5
13273,3013300085,5/15/2014,744000.0,4,3.0,1980,5352,2.5,0.0,3,8,0.0,1941,2005.0,98136,1680,15.0,5
13274,3760500222,6/3/2014,830000.0,3,3.0,2080,10521,1.5,0.0,3,9,0.0,2004,0.0,98034,3730,0.0,6
13275,6145601312,10/29/2014,322000.0,3,3.25,1380,1225,3.0,0.0,3,7,0.0,2000,0.0,98133,1380,0.0,10
13276,3750605674,9/17/2014,270000.0,3,2.5,1808,19200,1.0,0.0,3,8,0.0,2005,0.0,98001,1450,0.0,9
13278,2768300736,4/8/2015,605000.0,3,3.0,1760,2114,2.0,0.0,3,7,?,2008,0.0,98107,1300,0.0,4
13279,5255300150,5/11/2015,510000.0,3,1.75,1950,8325,1.0,0.0,4,7,0.0,1962,0.0,98011,1950,0.0,5
13280,5015001215,4/23/2015,1130000.0,4,3.5,3170,4000,2.0,0.0,3,10,830.0,1999,0.0,98112,1770,0.0,4
13282,6151800612,1/7/2015,162000.0,4,1.0,1460,16638,1.0,0.0,4,6,0.0,1975,0.0,98010,1460,0.0,1
13283,7893207510,5/6/2015,337500.0,3,1.75,1350,5850,1.0,0.0,4,7,300.0,1973,0.0,98198,1710,0.0,5
13284,8899200720,3/31/2015,312000.0,3,2.25,1470,7857,1.0,0.0,4,7,290.0,1973,0.0,98055,1900,0.0,3
13286,7167000040,3/5/2015,700000.0,4,3.0,3350,199253,2.0,0.0,3,10,0.0,2004,0.0,98010,3350,0.0,3
13288,7967700530,2/13/2015,241000.0,3,1.0,1020,7538,1.0,0.0,3,7,0.0,1981,0.0,98032,1650,0.0,2
13289,6669150790,7/31/2014,265000.0,3,2.25,1840,6750,1.0,0.0,4,7,570.0,1980,0.0,98031,1750,0.0,7
13290,1921059213,3/27/2015,246000.0,5,1.75,2030,10200,1.0,0.0,4,7,0.0,1958,0.0,98002,1760,0.0,3
13291,723049533,9/30/2014,271000.0,4,1.75,1490,9112,1.0,0.0,3,6,520.0,1940,0.0,98146,1650,0.0,9
13292,797000276,6/25/2014,270000.0,2,1.0,2060,8398,1.0,0.0,3,7,800.0,1962,0.0,98168,1690,0.0,6
13293,6381500720,11/17/2014,395000.0,4,2.0,2240,7085,1.5,0.0,3,7,0.0,1944,1992.0,98125,1440,28.0,11
13294,3812400789,7/31/2014,340000.0,3,2.0,1460,5715,1.0,0.0,3,7,0.0,1957,0.0,98118,1400,0.0,7
13296,8165501540,3/6/2015,335000.0,2,2.25,1420,1246,2.0,0.0,3,8,0.0,2007,0.0,98106,1420,0.0,3
13297,3131201563,6/25/2014,435000.0,2,1.0,1060,3036,1.5,0.0,4,6,0.0,1943,0.0,98105,1730,0.0,6
13298,6813600365,10/9/2014,527950.0,4,1.75,1760,3600,1.0,0.0,5,7,880.0,1926,0.0,98103,1500,0.0,10
13300,4443800555,7/16/2014,667000.0,3,1.75,1770,3880,1.0,0.0,3,8,?,1963,0.0,98117,1430,0.0,7
13302,9133600120,4/8/2015,417000.0,3,2.5,2040,11211,2.0,0.0,3,8,0.0,2000,0.0,98055,1830,0.0,4
13303,2354300910,3/10/2015,451000.0,4,1.75,1260,7250,1.0,0.0,3,6,0.0,1943,0.0,98027,1880,0.0,3
13304,6917700665,2/18/2015,580000.0,2,1.0,1650,9780,1.0,0.0,3,7,700.0,1943,0.0,98199,1650,0.0,2
13305,7214710210,12/17/2014,570000.0,4,2.25,2380,36446,2.0,0.0,4,8,0.0,1977,0.0,98077,2790,0.0,12
13306,2649500155,6/10/2014,750000.0,5,3.25,2750,7500,2.0,0.0,3,7,600.0,1937,0.0,98033,2750,0.0,6
13308,1237500720,12/26/2014,275000.0,3,2.0,1340,9764,1.0,0.0,3,7,0.0,1944,0.0,98052,1310,0.0,12
13309,1724069043,6/18/2014,739888.0,3,2.5,2420,43177,2.0,0.0,4,8,730.0,1989,0.0,98075,3740,0.0,6
13310,8682210650,5/27/2014,715000.0,2,2.5,2160,5581,1.0,0.0,3,8,0.0,2002,0.0,98053,2315,0.0,5
13311,2025049025,3/25/2015,800000.0,4,2.0,2450,4400,1.0,0.0,3,7,1000.0,1913,1980.0,98102,1890,40.0,3
13312,7883605695,11/24/2014,350000.0,3,1.5,1870,9000,1.0,0.0,3,7,750.0,1923,0.0,98108,1850,0.0,11
13313,2120069003,11/24/2014,220000.0,3,1.0,1000,223462,1.0,0.0,4,6,0.0,1933,0.0,98022,1710,0.0,11
13314,7852130720,10/9/2014,452500.0,3,2.5,2240,7791,2.0,0.0,3,7,0.0,2002,0.0,98065,2480,0.0,10
13315,3832060120,3/16/2015,280000.0,4,2.5,2200,5893,2.0,0.0,3,7,0.0,2008,0.0,98042,2200,0.0,3
13316,4356200120,10/23/2014,248000.0,1,1.0,790,12000,1.0,0.0,3,6,0.0,1918,0.0,98118,1900,0.0,10
13318,2113700790,3/12/2015,435010.0,3,1.0,1270,4000,1.0,0.0,3,7,150.0,1954,0.0,98106,1220,0.0,3
13319,9274202620,7/18/2014,678100.0,3,1.75,1850,2860,1.5,0.0,5,8,640.0,1931,0.0,98116,1660,0.0,7
13320,2026049124,5/9/2014,325000.0,3,2.25,1352,1694,3.0,0.0,3,8,0.0,2007,0.0,98125,1439,0.0,5
13321,1828000760,7/14/2014,529950.0,3,2.0,1540,8400,1.0,0.0,3,7,360.0,1968,0.0,98052,1550,0.0,7
13322,6187700175,12/23/2014,440000.0,3,1.75,1640,8529,1.0,0.0,5,7,0.0,1951,0.0,98155,1730,0.0,12
13323,6371500040,3/16/2015,585000.0,3,1.0,1350,4800,1.5,0.0,3,7,0.0,1928,0.0,98116,1360,0.0,3
13324,8929000040,8/20/2014,462608.0,3,2.5,2010,2778,2.0,0.0,3,8,620.0,2014,0.0,98029,1540,0.0,8
13325,2970800145,4/7/2015,350500.0,3,1.75,2080,5200,1.0,0.0,3,7,1040.0,1974,0.0,98166,1410,0.0,4
13326,8588000610,11/10/2014,210000.0,3,1.0,1040,8125,1.0,0.0,3,7,0.0,1956,0.0,98003,1200,0.0,11
13327,3905080870,2/6/2015,510000.0,3,2.5,1890,5929,2.0,0.0,3,8,0.0,1993,0.0,98029,2060,0.0,2
13328,2457200040,5/6/2015,280000.0,3,2.25,1810,7630,1.0,0.0,4,7,0.0,1959,0.0,98056,1830,0.0,5
13329,3971700580,3/3/2015,385000.0,3,1.75,1930,14389,1.0,0.0,3,7,800.0,1963,1998.0,98155,1730,22.0,3
13330,7304300760,6/25/2014,349000.0,3,1.0,1010,8184,1.0,0.0,4,6,0.0,1947,0.0,98155,1010,0.0,6
13331,5561720180,8/26/2014,252000.0,3,2.25,1740,10836,1.0,0.0,3,7,830.0,1981,0.0,98031,2090,0.0,8
13333,1822350180,12/11/2014,375000.0,3,2.25,1330,8004,2.0,0.0,3,7,0.0,1985,0.0,98034,1300,0.0,12
13334,1310900610,7/14/2014,336000.0,4,2.25,2210,11700,2.0,0.0,4,8,0.0,1967,0.0,98032,2040,0.0,7
13335,9285800330,7/2/2014,732000.0,3,3.75,2670,6517,2.5,0.0,4,8,650.0,1977,0.0,98126,2010,0.0,7
13336,6620400205,8/6/2014,200000.0,2,1.0,1000,6227,1.0,0.0,3,6,0.0,1949,0.0,98168,1240,0.0,8
13337,1644510040,5/28/2014,681716.0,4,2.5,3150,7277,2.0,0.0,3,9,0.0,2006,0.0,98056,3030,0.0,5
13338,6151800606,2/25/2015,235000.0,3,1.75,1520,12246,1.0,0.0,4,6,0.0,1971,0.0,98010,1460,0.0,2
13339,5245600120,10/9/2014,257500.0,3,1.0,1690,13825,1.0,0.0,3,7,480.0,1955,0.0,98148,1190,0.0,10
13340,8951900065,9/29/2014,315000.0,3,1.0,1070,9497,1.0,0.0,3,7,0.0,1955,0.0,98028,1710,0.0,9
13341,226039186,5/20/2014,299950.0,3,1.0,910,8000,1.0,0.0,4,6,170.0,1950,0.0,98177,2090,0.0,5
13342,3558900450,7/11/2014,530000.0,4,2.25,2130,8640,1.0,0.0,3,7,700.0,1969,0.0,98034,2120,0.0,7
13343,3179100790,9/15/2014,766500.0,2,1.75,2230,6930,1.0,0.0,4,8,700.0,1947,0.0,98105,1970,0.0,9
13344,9808590210,5/13/2014,860000.0,4,2.5,3560,11119,1.0,0.0,3,10,1270.0,1986,0.0,98004,3290,0.0,5
13346,3126049052,3/18/2015,551000.0,4,1.75,2040,6348,1.0,0.0,3,7,1020.0,1962,0.0,98103,1770,0.0,3
13347,8677900120,11/21/2014,530000.0,3,2.75,2100,20150,1.0,0.0,4,7,0.0,1955,0.0,98034,2100,0.0,11
13348,5408100035,4/20/2015,568000.0,3,1.0,1340,7260,1.5,0.0,3,7,0.0,1953,0.0,98125,1830,0.0,4
13349,3827600040,5/20/2014,749950.0,3,2.5,2770,10773,2.0,0.0,3,9,0.0,1992,0.0,98008,2530,0.0,5
13350,7504100910,10/6/2014,535000.0,3,2.5,2400,12546,1.0,0.0,3,9,0.0,1983,0.0,98074,2940,0.0,10
13352,2172000035,8/21/2014,190000.0,2,1.0,930,11450,1.0,0.0,3,6,0.0,1946,0.0,98178,1150,0.0,8
13353,4039400410,10/10/2014,525000.0,4,1.75,1820,6600,1.0,0.0,5,7,0.0,1960,0.0,98007,1430,0.0,10
13354,7519000580,11/6/2014,610000.0,4,1.0,1390,3708,1.5,0.0,4,7,0.0,1926,0.0,98117,1430,0.0,11
13356,2770602170,4/22/2015,375000.0,2,1.0,760,6000,1.0,0.0,3,6,0.0,1942,0.0,98199,1360,0.0,4
13357,3260100330,5/28/2014,600000.0,3,1.75,1580,7416,1.0,0.0,3,7,430.0,1967,0.0,98005,1730,0.0,5
13358,925059219,10/23/2014,664000.0,4,2.5,1870,16200,1.0,0.0,5,8,620.0,1974,0.0,98033,2000,0.0,10
13359,1257201010,5/4/2015,698000.0,2,1.0,1510,4080,1.0,0.0,3,7,500.0,1923,0.0,98103,1660,0.0,5
13360,476000333,8/27/2014,418000.0,3,2.0,1250,1306,3.0,0.0,3,7,0.0,2001,0.0,98107,1320,0.0,8
13361,1721059218,8/18/2014,271675.0,3,1.75,2140,13068,1.0,0.0,4,7,680.0,1974,0.0,98092,2090,0.0,8
13362,6400700220,5/7/2015,450000.0,3,1.0,1540,9028,1.0,0.0,4,6,0.0,1968,0.0,98033,1450,0.0,5
13363,524069115,5/9/2014,759000.0,3,2.25,2950,78843,1.5,0.0,3,9,0.0,2006,0.0,98075,3880,0.0,5
13364,8818900155,1/15/2015,599950.0,6,3.0,2020,4129,1.0,0.0,3,7,790.0,1994,0.0,98105,2080,0.0,1
13365,2321300325,1/22/2015,810000.0,4,2.75,2820,5000,1.5,0.0,3,8,650.0,1927,0.0,98199,1740,0.0,1
13366,2131200925,7/29/2014,331292.0,3,1.75,1660,10000,1.0,0.0,3,7,0.0,1972,0.0,98019,1770,0.0,7
13367,3726800220,4/6/2015,348000.0,3,1.75,1830,2417,1.0,0.0,3,7,900.0,1919,0.0,98144,1320,0.0,4
13368,3488300085,9/19/2014,435000.0,2,1.0,720,5600,1.0,0.0,4,7,0.0,1920,0.0,98116,1330,0.0,9
13369,6415100297,2/19/2015,530000.0,3,2.5,2160,9063,2.0,0.0,3,8,0.0,1992,0.0,98133,2160,0.0,2
13370,9265400210,9/22/2014,227000.0,3,1.75,1510,9837,2.0,0.0,3,7,0.0,1989,0.0,98001,1470,0.0,9
